Up to date
A,D,B0,B1,B2,Root,Y
10766188861389994061/25000000000000000000,18565504986446168217482414139063/100000000000000000000,635242974913388302521049258323/5000000000000000000,65488108209214787903347000307/625000000000000000,2788982858265670911829761066549/50000000000000000000,1745397299765928126449894569073/100000000000000000000,-428096014829/25000000000000000000
81381689880858629263/25000000000000000000,4941167968137554503166572365579/100000000000000000000,12098008448658204234760044672481/100000000000000000000,12146050068273342343596984983833/100000000000000000000,8497632156659920247814677842353/100000000000000000000,15552236278199843380378471/10000000000000000000,-31986709990641/100000000000000000000
115026182266460320477/50000000000000000000,38275709410670925776246908797537/100000000000000000000,420494619350050035251277330087/4000000000000000000,900011113246194918407521149633/100000000000000000000,850988097120108332083097543613/25000000000000000000,-284248348275567848430443627957/20000000000000000000,-4854230055021/50000000000000000000
482680195293658227/25000000000000000000,4302955804078960288783052103327/50000000000000000000,4216635111802974471729923925327/100000000000000000000,6553937515512317250140074651969/100000000000000000000,7183107614425328197214505545923/50000000000000000000,2407088442681738448040584559/1000000000000000000,-185744312217/25000000000000000000
40627386276263174003/100000000000000000000,23975859602720869562084961798457/100000000000000000000,13677257303595646445014590759439/100000000000000000000,8019680714958814814643952893977/100000000000000000000,52535770181942387705077197009/4000000000000000000,2396546349600725278228520286329/20000000000000000000,-388892089997/100000000000000000000
86727328646909453543/50000000000000000000,30400058684127132810473905594581/100000000000000000000,92301011254520465712587181389/2000000000000000000,12655448653103784373074905098049/100000000000000000000,10056067557207982211699613904301/100000000000000000000,15990008483036355582441496270103/100000000000000000000,-269181419591/5000000000000000000
108393996448450688229/20000000000000000000,3186162741926027455944683253509/5000000000000000000,1396178924185718175034380846449/100000000000000000000,6213675881187512394511759598517/50000000000000000000,13610328175852334998731959871523/100000000000000000000,-4185925159255967486227349060627/100000000000000000000,-5704565162517/25000000000000000000
97132749649568327181/50000000000000000000,7766636635927228794252260122211/100000000000000000000,10267788945208974312305626677061/50000000000000000000,16955621224267292790531692745029/50000000000000000000,18615308664667033396947034951311/100000000000000000000,213143788350716656490224031/100000000000000000000,-19525766641939/25000000000000000000
382149985813074159/800000000000000000,2126075174356068419289506451213/12500000000000000000,3219949768949214839914233344697/25000000000000000000,7426710863265670932423293152359/100000000000000000000,8796458331841860051571086927489/100000000000000000000,67106725639931367317529260177/20000000000000000000,-3234814317/62500000000000000
144126568123456492867/100000000000000000000,5148494576408343013036678228643/50000000000000000000,2081599192642921942128405345463/10000000000000000000,5017811425525990562836797889941/100000000000000000000,56294081865759296620565911111/10000000000000000000,19977349862450338673600475083/25000000000000000000,-858163071367/100000000000000000000
129228633866115472921/100000000000000000000,1580767023833060377287473877913/20000000000000000000,3072579267845629326009027883229/25000000000000000000,2482773333043988567546429301807/20000000000000000000,10369233929941178637695135075191/100000000000000000000,2169280968957168035401302361/100000000000000000000,-15634689309809/100000000000000000000
522792149208528379483/100000000000000000000,47198249932447568044213023910779/100000000000000000000,2657192027671441642831770270493/12500000000000000000,231778092162335863227750200637/4000000000000000000,17031754963256551390384918557051/100000000000000000000,17529864429424557244237049327/195312500000000000,-3651459367523/4000000000000000000
2205057671938382417/1250000000000000000,24763146492609028752239935112573/50000000000000000000,2056640796584562544539911478917/50000000000000000000,39631763473866491419315159649/400000000000000000,5879709910680106094922428868773/100000000000000000000,-281218607005776605003516563389/6250000000000000000,-3694068997269/100000000000000000000
391444904128665467987/100000000000000000000,12068300684291506217456086357129/100000000000000000000,4278155057741415927385648534851/20000000000000000000,17675478675988187905379234043541/100000000000000000000,6893718343514984856516982896437/100000000000000000000,771556868021326926460298909/25000000000000000000,-103836211041813/50000000000000000000
200888872908845733051/100000000000000000000,7069305945427434150424205572799/100000000000000000000,7958021281066234058908324300987/50000000000000000000,2341328090432046087136197380477/12500000000000000000,6024020567494801525016843762139/50000000000000000000,211492574541890013951315129/50000000000000000000,-118091131967049/100000000000000000000
21537739958842471803/6250000000000000000,10060955097687393787293504618349/50000000000000000000,1326180270760295027128166214577/20000000000000000000,3937111456441859887478046679703/25000000000000000000,14281485338256109061327064554099/100000000000000000000,467445348063106908793354663637/100000000000000000000,-3545603965291/50000000000000000000
383911078557185285349/100000000000000000000,15108011580044363728993887706631/100000000000000000000,1781503252770823686339793526771/20000000000000000000,1815307695158356704824726901923/100000000000000000000,1655606445380771511306976449157/20000000000000000000,54138918889754648841350131421/50000000000000000000,-496167257137/50000000000000000000
6252109778826071573/50000000000000000000,353948128670896016355438128833/20000000000000000000,9587022009346298871466873483149/100000000000000000000,7795184880608227373249029364903/100000000000000000000,23250523871899860622136586501/10000000000000000000,1125383795107715647677885557/20000000000000000000,-362856753253/100000000000000000000
101697811034472455453/100000000000000000000,1608135443038181005468178473469/50000000000000000000,474116192214173454751282021813/100000000000000000000,7081928670479823192548939817959/100000000000000000000,27146819789093130105451579732003/100000000000000000000,457306311186941337617537011/100000000000000000000,-3332628705663/12500000000000000000
13951145309471400181/25000000000000000000,119701193417459323691741933961/10000000000000000000,421784245345041368907815472929/6250000000000000000,14316849882522514836806886966823/100000000000000000000,17499894330788921545120993348413/100000000000000000000,184739039049626591861371/10000000000000000000,-69908674873131/50000000000000000000
79678690222437864899/100000000000000000000,21094299986396465592335353819781/100000000000000000000,6099086156976118069940356234277/100000000000000000000,817745880836898151152506512149/25000000000000000000,9550055799963314489275780221601/100000000000000000000,690504994730639108320592221277/12500000000000000000,-553494006881/100000000000000000000
198410835367685502659/50000000000000000000,14774389715649242615396660026989/50000000000000000000,9618617988305663173066498905177/50000000000000000000,4671323650560423322377341798731/20000000000000000000,5486127850438688044374703262073/100000000000000000000,5044616770539738461397183770101/100000000000000000000,-20159493677659/100000000000000000000
612674035542704556567/100000000000000000000,10685443907824587718602509448963/25000000000000000000,34467833225580635702729662951/2000000000000000000,6221417995149059775227241586827/20000000000000000000,13159396284999528314700556258741/100000000000000000000,5749352989110137651114593509127/20000000000000000000,-4839344568639/50000000000000000000
