Up to date
A,D,B0,B1,B2,Root,Y
128162246192012504423/100000000000000000000,2401333358895634389015585019923/20000000000000000000,1769028639233681318667022919013/100000000000000000000,343386621928523146200094693071/10000000000000000000,24432809768284778248258437427573/100000000000000000000,6981299286597684460885187448091/100000000000000000000,-3274634147/5000000000000000000
282959955481069913931/100000000000000000000,3167291783346708919162621510853/25000000000000000000,789194217668528182306206303889/25000000000000000000,601810122430798097162121554631/10000000000000000000,5835913111265511713223718172847/50000000000000000000,1757732806797612478176401125409/50000000000000000000,-666683097023/25000000000000000000
31815084251046286939/12500000000000000000,4282193431987050312175586894013/25000000000000000000,15569454564727090090249914905043/100000000000000000000,2352661849783832713742897928457/50000000000000000000,1925856035032830550500814178293/25000000000000000000,177262544833491148372092652899/100000000000000000000,-9566643209907/100000000000000000000
45209360694347806141/100000000000000000000,6767170130120480353708674738357/20000000000000000000,1818435629728867408712766836073/12500000000000000000,9044481410215804186392297390611/100000000000000000000,7560724380527334063881711589909/50000000000000000000,207660674355112219123817551931/2000000000000000000,-175365057421/12500000000000000000
77203523213929678967/25000000000000000000,19361972015063465363355743269287/100000000000000000000,73166639321515132445103574819/12500000000000000000,2453457620558310718251122629803/20000000000000000000,8594204885113798945978374204849/50000000000000000000,7444919376040165767245328385707/100000000000000000000,-129998357257/6250000000000000000
290271706701062577429/50000000000000000000,223781088776595220238224089861/20000000000000000000,7667820762242779261382661783213/100000000000000000000,2049089252598675854616883047527/12500000000000000000,9330777647861836820056428623193/100000000000000000000,1604867358014335477851/1250000000000000000,-2157174766323039/100000000000000000000
3058750601664080849/2000000000000000000,1314508702441367132800364397851/5000000000000000000,14746882785380575751955109483829/100000000000000000000,3339089097122444037015270731719/20000000000000000000,6378582081099506416216530655889/100000000000000000000,2291696561897043353661706683/800000000000000000,-1181253558213/12500000000000000000
259075109918887618481/100000000000000000000,8654286134985392129269033721579/100000000000000000000,2694861571407918086157560746359/12500000000000000000,5557204089395218167550011112699/50000000000000000000,186283571224977803913362393691/3125000000000000000,513408772031673876547102187/100000000000000000000,-16613131421057/10000000000000000000
200405009306679415689/100000000000000000000,124775709360539640702769620383/100000000000000000000,10372972868683622464081746647111/100000000000000000000,6416592251690506941422502621499/50000000000000000000,2015769211051339259795213229237/100000000000000000000,53993467560666632239/100000000000000000000,-7677290204820313/100000000000000000000
55615923245628525857/20000000000000000000,8407539773022502788348808395911/50000000000000000000,14925720664117391267171448320763/50000000000000000000,4833535333983191396482645817831/20000000000000000000,128148945597308570307278476357/12500000000000000000,1460445286991825474239768771/100000000000000000000,-569965830352953/50000000000000000000
143586194051423729349/50000000000000000000,8586466558913441484855145457393/20000000000000000000,4301841972380160184236187011143/25000000000000000000,779263571830738096720270522249/25000000000000000000,1079676755138923002202228570503/25000000000000000000,-1295754647573419603195803971639/100000000000000000000,-9919257969269/100000000000000000000
89094724708735817001/20000000000000000000,35105768677035929002630542719367/100000000000000000000,1244057519590282389555257358891/25000000000000000000,15045218383933196944356389579783/100000000000000000000,22201652623887606998508526855723/100000000000000000000,760166944764957252966879343887/5000000000000000000,-2097531825269/12500000000000000000
404252584449111118279/100000000000000000000,12575536385895519344452410351461/20000000000000000000,26182778512365038737178448935259/100000000000000000000,403349179265769310458094823547/6250000000000000000,23806268515496026566312788677717/100000000000000000000,479501662398044591683227588239/1562500000000000000,-50498528321089/100000000000000000000
233432685163739182611/100000000000000000000,24359374257135033031711849812469/100000000000000000000,8642233100633197118144785005327/100000000000000000000,6974454173115585299214257721513/50000000000000000000,9130838681455596936105670276363/100000000000000000000,1085986426536223841448246663637/50000000000000000000,-2952093749451/100000000000000000000
290378690224180532743/100000000000000000000,316280897586933273446457766049/1562500000000000000,4135701915539896581770183583967/20000000000000000000,1324284632657102705987693360183/25000000000000000000,4074770777820288210929978213663/50000000000000000000,118493134521564821333573378021/100000000000000000000,-11776185744393/50000000000000000000
5877548075748485279/4000000000000000000,30130953455725980993936462249377/100000000000000000000,11179613271683383728936254681879/100000000000000000000,603280425112374279083467724469/12500000000000000000,2516782075129067848245565304911/50000000000000000000,-993191922256892673378395555739/100000000000000000000,-1134491217/100000000000000000000
81886276347069396227/50000000000000000000,56572612891750307217638437894727/100000000000000000000,4464882487614794934988636966981/50000000000000000000,46239362583311200691712085051/50000000000000000000,486375432508093227196753057729/10000000000000000000,-81383729318335022476380388219857/100000000000000000000,-259315391837/20000000000000000000
238734314252841781753/50000000000000000000,41363641951113550976999953601583/100000000000000000000,9214088907959618217010476524839/25000000000000000000,511590062700209530139320278391/6250000000000000000,9547267304977085364339956329911/50000000000000000000,605439139595085098173842975741/100000000000000000000,-2336491942583/50000000000000000000
72125185185397933597/50000000000000000000,40294190218204998469700574582703/100000000000000000000,1175057892346421861078406330007/100000000000000000000,1801548625507993801757363074651/12500000000000000000,187672268156070614135843235489/20000000000000000000,-102758016094579668811957575167/2000000000000000000,-5349382052691/100000000000000000000
2629856338649046097/1250000000000000000,3253928416312901984898431252227/20000000000000000000,22985128009966622355639481707899/100000000000000000000,11058869063691632056430413244419/100000000000000000000,2081541724408968083389949004433/12500000000000000000,9945566342658149380722613949/100000000000000000000,-5866028135019/20000000000000000000
337286877059239683667/50000000000000000000,22623969249062946799603341040571/100000000000000000000,1554216063262903109984057762739/20000000000000000000,1794019912816123343087542817973/20000000000000000000,11564081492860748567033555960571/100000000000000000000,5888365006751650291627134133473/100000000000000000000,-32047013305837/100000000000000000000
199604805450888749657/50000000000000000000,44808464474833812239335807894343/100000000000000000000,10517414657116919114742623485907/50000000000000000000,1282254470795978699635849760517/50000000000000000000,16824759656548171143789092573251/100000000000000000000,4392520135636114926564738349759/20000000000000000000,-8941468792897/100000000000000000000
47700372739535350033/10000000000000000000,15221928241813863049984083187221/50000000000000000000,1017740930650264052685287561197/20000000000000000000,928158354971318206216072575727/12500000000000000000,133482217663561077690169386111/3125000000000000000,-362091439622830876760647249587/100000000000000000000,-13682643708471/50000000000000000000
363658738887426861973/100000000000000000000,6560099336179542207474776730951/100000000000000000000,12290435570953974482665017348759/100000000000000000000,7207417574626159426770770954651/50000000000000000000,10694492520940968223984259211429/50000000000000000000,195087765049480381802146991/100000000000000000000,-135566461988243/50000000000000000000
