Up to date
A,D,B0,B1,B2,Root,Y
47921367487676390491/25000000000000000000,15835977633373998368534897640637/50000000000000000000,202315842824751075624849431449/12500000000000000000,653660015049025202591092515517/20000000000000000000,1100406268531391704282647955457/10000000000000000000,483858631161598658514442665063/3125000000000000000,-130978794629584576835170708783686037745199016983759919/50000000000000000000
5819112820583901037/3125000000000000000,41191991439046926921411505172693/100000000000000000000,195643649463213127608234548289/4000000000000000000,2573897762112750397204562390799/100000000000000000000,74704764916410919694070384777/1562500000000000000,152705970473605067677406045589/1250000000000000000,-232749520591773765019672002211396261425884864409669821/50000000000000000000
312290262579388982591/100000000000000000000,7917249921783204234957208844951/50000000000000000000,6094605122906896391215142476933/50000000000000000000,4020904937684336179025617338253/50000000000000000000,2075503461263198466364476922719/25000000000000000000,28514382674180336356356806829623/100000000000000000000,2784740740032797442536778033520122715879949612993463589/50000000000000000000
4364783387170434259/1000000000000000000,1888231154664500334282900482401/6250000000000000000,10994886344523053759855467502039/100000000000000000000,774409532178891657626803180259/10000000000000000000,25800649794267718628058771226163/100000000000000000000,44361995182151077857874665134241/100000000000000000000,12395529296148455628454420661061478197101315272803891623/100000000000000000000
185909740948508395147/50000000000000000000,12530390869838341616156762503061/50000000000000000000,2061051900888031902872318875689/50000000000000000000,261649424617693816423191617793/50000000000000000000,14881798778348086243197960666647/100000000000000000000,919732654927690823219615393919/5000000000000000000,-126242647264531238157092221447848948975838913341045531/100000000000000000000
42100255848130662467/20000000000000000000,3757449678338002555488425499651/20000000000000000000,2668227030489840176057006817183/100000000000000000000,8020146805119864547457870447511/50000000000000000000,13637292024926509469303228237279/100000000000000000000,3176766281160566186636511814603/10000000000000000000,151740708755306621503026331522214468485702306823129793/6250000000000000000
547225998122057729457/100000000000000000000,28788867449040075229301770836731/100000000000000000000,1887387987613770364785436620189/100000000000000000000,9017393247632188195167942405779/50000000000000000000,7095201093735955818791261847/4000000000000000000,4214849565447784126362195579187/25000000000000000000,-28673260538812301242056419023453579641869096928966259/25000000000000000000
21919778761336222203/20000000000000000000,26833588920428917109001255439629/100000000000000000000,3137934234020464545310972661931/50000000000000000000,1186945645252282872949259179359/5000000000000000000,12727188869714694561164243316237/100000000000000000000,42092309148180636666288717363733/100000000000000000000,688905520911238393687347042256270231313574239010826433/20000000000000000000
142460486878090760519/100000000000000000000,27663860053665858894301523811277/100000000000000000000,8186136507980469364948587844941/100000000000000000000,1689550192121662469547161575211/6250000000000000000,17800501933595085520647100223373/100000000000000000000,52524505419856959495356163304351/100000000000000000000,177536443387861514545246302858512807806953272986413633/1250000000000000000
1832084115467122357/50000000000000000000,11814330316726377243739522534753/100000000000000000000,616243724925943627925643317097/10000000000000000000,12829777230138978183684691085813/100000000000000000000,2561108690245873999456759617901/50000000000000000000,22656745486286808763059175248997/100000000000000000000,19025709782975246599273970004058629992495086342995129/25000000000000000000
123959476982777075049/20000000000000000000,874009330690742732382420997941/100000000000000000000,16497288180118674185277964779881/100000000000000000000,14420949844294199493965892723011/100000000000000000000,3215595098046122552332666834377/20000000000000000000,23497410419005622310441082245273/50000000000000000000,422283844543073394230430154824381612532143699531954481457/12500000000000000000
10546138285154855751/100000000000000000000,14756725149256104152832196218261/50000000000000000000,1490452053973295831150933362917/25000000000000000000,8649555420135130969647649175987/100000000000000000000,1283809575967689597556751042073/25000000000000000000,9748276932379464688159325242159/50000000000000000000,-93685183283334812361775936846746145359674833710381269/100000000000000000000
433661355363618248281/100000000000000000000,14110799781488987792126982675491/50000000000000000000,9217298792554719713094415341999/50000000000000000000,4289485954316653516567597096917/100000000000000000000,5512110773388724860926500479147/100000000000000000000,28027732689376775707414675641943/100000000000000000000,-9255781885564896945448803266661252877603197381042211/25000000000000000000
79567080862540310207/25000000000000000000,9753978879237287862162159004257/50000000000000000000,9699072984340599375324521997837/50000000000000000000,235935302049574177438832028293/2000000000000000000,110696277908674572912930568579/3125000000000000000,8598356721909854131692235112911/25000000000000000000,274572171184025247615830719477033686717318522411717883/5000000000000000000
339354227559327241419/100000000000000000000,1661377687794646116624656279939/50000000000000000000,12095839907816437738472145104381/100000000000000000000,114100215243926314215583338557/6250000000000000000,5448099683429357889953739327127/100000000000000000000,3825695168738118009629019893811/20000000000000000000,2667679151317147844696456137240548394760434402175345377/50000000000000000000
582350335793240463/195312500000000000,16375330987697763486272898753001/50000000000000000000,14327626220170859988626994054733/100000000000000000000,7274646542000014389452223457577/50000000000000000000,6414095569504090655168487999779/100000000000000000000,17600005891960167995367215916083/50000000000000000000,838518000414561047745034867257342973527531479016599891/100000000000000000000
390489619977179690907/100000000000000000000,11666432956236661561192693452801/50000000000000000000,4072794796674540860825744802723/50000000000000000000,3888122425306980868647152118303/20000000000000000000,1128606983930044372991514961023/12500000000000000000,36524238918235998756521589328017/100000000000000000000,2169243027844122636921759341943308627372292447093283661/25000000000000000000
250488151655160763971/50000000000000000000,1159346634472623014164053485173/50000000000000000000,6496007857209249501450832654519/100000000000000000000,8980982838951574279410840823479/50000000000000000000,21901521045123142148277873913623/100000000000000000000,46212470200015378658018593749029/100000000000000000000,656805101441291575332749924576399142316859750015725193817/100000000000000000000
248051874871391128273/100000000000000000000,676163110312301739967836086561/2000000000000000000,4330926239194380032081662163933/50000000000000000000,757046072387212497823603997729/100000000000000000000,341787509181234916465047171709/3125000000000000000,19526662086481697493473517469121/100000000000000000000,-327071038526148029818363400612527628943961765951974963/100000000000000000000
